SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
5703,"4826","1","Duplo","Princess Castle","2007","Princess and Pony Picnic",1,19,19.55,19.99,,,"https://images.brickset.com/sets/images/4826-1.jpg",46,38
5704,"4828","1","Duplo","Princess Castle","2007","Princess Royal Stables",2,49,34.99,39.99,,,"https://images.brickset.com/sets/images/4828-1.jpg",44,47
6101,"4861","1","Duplo","LEGO Ville","2007","Police Boat",3,27,19.55,24.99,,,"https://images.brickset.com/sets/images/4861-1.jpg",113,58
5560,"4915","1","Creator","","2007","Mini Construction",,68,3.99,4.99,,,"https://images.brickset.com/sets/images/4915-1.jpg",2937,457
5561,"4916","1","Creator","","2007","Mini Animals",,77,3.99,4.99,,,"https://images.brickset.com/sets/images/4916-1.jpg",1910,329
5565,"4917","1","Creator","","2007","Mini Robots",,77,3.99,4.99,,,"https://images.brickset.com/sets/images/4917-1.jpg",1302,368
5566,"4918","1","Creator","","2007","Mini Flyers",,78,3.99,4.99,,,"https://images.brickset.com/sets/images/4918-1.jpg",2374,374
6189,"4933","1","City","Construction","2007","Street Sweeper",,14,,,,,"https://images.brickset.com/sets/images/4933-1.jpg",785,1439
6190,"4934","1","City","Police","2007","Police Swamp Boat",,20,,,,,"https://images.brickset.com/sets/images/4934-1.jpg",105,1127
6191,"4936","1","City","Medical","2007","Doc & Patient",2,18,,2.99,,,"https://images.brickset.com/sets/images/4936-1.jpg",885,1545
6093,"4937","1","City","General","2007","Life Guard",1,38,,,,,"https://images.brickset.com/sets/images/4937-1.jpg",187,1498
6094,"4938","1","City","Fire","2007","Fire 4x4",1,28,,,,,"https://images.brickset.com/sets/images/4938-1.jpg",1198,868
5562,"4939","1","Creator","","2007","Cool Cars",,206,7.99,12.99,,,"https://images.brickset.com/sets/images/4939-1.jpg",2758,596
5564,"4953","1","Creator","","2007","Fast Flyers",,312,,19.99,,,"https://images.brickset.com/sets/images/4953-1.jpg",2317,828
5768,"4954","1","Creator","","2007","Model Town House",,1174,44.99,69.99,,,"https://images.brickset.com/sets/images/4954-1.jpg",2996,4324
6088,"4955","1","Creator","","2007","Big Rig",,550,19.99,30,,,"https://images.brickset.com/sets/images/4955-1.jpg",1332,1005
5563,"4956","1","Creator","","2007","House",,731,36.19,49.99,,,"https://images.brickset.com/sets/images/4956-1.jpg",3834,3140
5769,"4957","1","Creator","","2007","Ferris Wheel",,1063,48.95,69.99,,,"https://images.brickset.com/sets/images/4957-1.jpg",1244,1460
5770,"4958","1","Creator","","2007","Monster Dino",,792,68.49,89.99,,,"https://images.brickset.com/sets/images/4958-1.jpg",1248,934
5705,"4972","1","Duplo","LEGO Ville","2007","Animals",1,13,7.79,12.99,,,"https://images.brickset.com/sets/images/4972-1.jpg",323,27
5706,"4973","1","Duplo","LEGO Ville","2007","Harvester",1,11,17.99,24.99,,,"https://images.brickset.com/sets/images/4973-1.jpg",214,83
5707,"4974","1","Duplo","LEGO Ville","2007","Horse Stables",2,36,24.49,39.99,,,"https://images.brickset.com/sets/images/4974-1.jpg",148,49
5708,"4975","1","Duplo","LEGO Ville","2007","Farm",2,42,29.35,49.99,,,"https://images.brickset.com/sets/images/4975-1.jpg",245,56
5709,"4976","1","Duplo","LEGO Ville","2007","Cement Mixer",1,11,12.99,16.99,,,"https://images.brickset.com/sets/images/4976-1.jpg",389,60
5710,"4977","1","Duplo","LEGO Ville","2007","Fire Truck",2,26,17.99,29.99,39.99,,"https://images.brickset.com/sets/images/4977-1.jpg",597,57
6106,"4978","1","Duplo","LEGO Ville","2007","Road Sweeper",1,11,9.79,14.99,,,"https://images.brickset.com/sets/images/4978-1.jpg",265,51
5711,"4979","1","Duplo","LEGO Ville","2007","Ambulance",1,6,12.99,14.99,,,"https://images.brickset.com/sets/images/4979-1.jpg",521,48
5843,"4981","1","SpongeBob SquarePants","","2007","Chum Bucket",3,337,24.49,34.99,,,"https://images.brickset.com/sets/images/4981-1.jpg",1010,840
5844,"4982","1","SpongeBob SquarePants","","2007","Mrs. Puff's Boating School",3,393,37.19,49.99,,,"https://images.brickset.com/sets/images/4982-1.jpg",896,773
6104,"4986","1","Duplo","LEGO Ville","2007","Digger",1,19,19.99,22.99,,,"https://images.brickset.com/sets/images/4986-1.jpg",348,90
6105,"4987","1","Duplo","LEGO Ville","2007","Gravel Pit",2,40,29.35,39.99,,,"https://images.brickset.com/sets/images/4987-1.jpg",144,68
6107,"4988","1","Duplo","LEGO Ville","2007","Construction Site",3,84,48.95,59.99,,,"https://images.brickset.com/sets/images/4988-1.jpg",176,72
6187,"4991","1","City","Police","2007","Police Helicopter",1,31,,,,,"https://images.brickset.com/sets/images/4991-1.jpg",1514,840
6188,"4992","1","City","Fire","2007","Fire Boat",1,27,,,,,"https://images.brickset.com/sets/images/4992-1.jpg",1410,831
5845,"5378","1","Harry Potter","Order of the Phoenix","2007","Hogwarts Castle",9,943,69.99,89.99,,,"https://images.brickset.com/sets/images/5378-1.jpg",1081,2093
5712,"5380","1","Duplo","","2007","Duplo Large Brick Box",1,71,19.99,29.99,,,"https://images.brickset.com/sets/images/5380-1.jpg",266,15
5713,"5416","1","Duplo","","2007","Duplo Brick Box",,33,12.99,14.99,17.99,17.99,"https://images.brickset.com/sets/images/5416-1.jpg",365,19
5766,"5417","1","Duplo","","2007","Duplo Deluxe Brick Box",1,95,34.25,49.99,,,"https://images.brickset.com/sets/images/5417-1.jpg",80,19
6034,"5419","1","Duplo","","2007","Build a Farm",1,107,24.99,29.99,,,"https://images.brickset.com/sets/images/5419-1.jpg",25,20
5808,"5491","2","Make and Create","","2007","LEGO XXL 2000 Barrel",,2000,,,,,"https://images.brickset.com/sets/images/5491-2.jpg",33,95
5861,"5493","1","Make and Create","","2007","Emergency Rescue Box",,705,,30,,,"https://images.brickset.com/sets/images/5493-1.jpg",23,60
5839,"5514","1","Duplo","","2007","Fun Building with LEGO Duplo",,42,,,,,"https://images.brickset.com/sets/images/5514-1.jpg",30,18
5840,"5515","1","Make and Create","","2007","Fun Building with LEGO Bricks",,240,,11.99,,,"https://images.brickset.com/sets/images/5515-1.jpg",108,73
6950,"5516","1","Duplo","","2007","XXL Cannister",,215,,,,,"https://images.brickset.com/sets/images/5516-1.jpg",36,14
6059,"5518","1","Duplo","","2007","Duplo Creative Building",,74,14.99,,,,"https://images.brickset.com/sets/images/5518-1.jpg",25,18
6060,"5519","1","Make and Create","","2007","LEGO Creative Building",,481,14.99,25,,,"https://images.brickset.com/sets/images/5519-1.jpg",59,58
6083,"5527","1","Duplo","","2007","Duplo Canister Green",,80,,,,,"https://images.brickset.com/sets/images/5527-1.jpg",45,12
6084,"5528","1","Make and Create","","2007","LEGO Canister Red",,700,,,,,"https://images.brickset.com/sets/images/5528-1.jpg",100,54
6350,"5536","1","Duplo","","2007","LEGO DUPLO Fun Creations",1,105,,,,,"https://images.brickset.com/sets/images/5536-1.jpg",26,14
6351,"5537","1","Make and Create","","2007","LEGO Cool Creations",,683,,,,,"https://images.brickset.com/sets/images/5537-1.jpg",40,56
5809,"6112","2","Make and Create","","2007","LEGO World of Bricks",,1004,12.49,,,,"https://images.brickset.com/sets/images/6112-2.jpg",63,107
5810,"6114","2","Make and Create","","2007","LEGO Creator 200 Plus 40 Special Elements",,242,8.99,,,,"https://images.brickset.com/sets/images/6114-2.jpg",16,70
6120,"6116","1","Make and Create","","2007","LEGO Box",,600,,,,,"https://images.brickset.com/sets/images/6116-1.jpg",77,66
5690,"6161","1","Make and Create","","2007","LEGO Brick Box",,221,13.99,19.99,21.99,17.99,"https://images.brickset.com/sets/images/6161-1.jpg",916,71
5692,"6162","1","Creator","Mosaic","2007","Building Fun with LEGO",,286,7.99,9.99,,,"https://images.brickset.com/sets/images/6162-1.jpg",739,219
5693,"6163","1","Creator","Mosaic","2007","A World of LEGO Mosaic",,598,14.99,19.99,,,"https://images.brickset.com/sets/images/6163-1.jpg",837,245
6078,"6164","1","Make and Create","","2007","LEGO Rescue Building Set",1,520,19.99,24.99,,,"https://images.brickset.com/sets/images/6164-1.jpg",199,103
5691,"6166","1","Make and Create","","2007","LEGO Large Brick Box",1,405,25.99,29.99,39.99,27.99,"https://images.brickset.com/sets/images/6166-1.jpg",2099,114
5765,"6167","1","Make and Create","","2007","LEGO Deluxe Brick Box",2,701,34.25,49.99,,,"https://images.brickset.com/sets/images/6167-1.jpg",213,105
6576,"6944","1","Bionicle","","2007","Good Guy 07",,20,,,,,"https://images.brickset.com/sets/images/6944-1.jpg",62,352
5870,"6945","1","Bionicle","","2007","Bad Guy 07",,25,,,,,"https://images.brickset.com/sets/images/6945-1.jpg",156,436
5871,"6946","1","Bionicle","","2007","Squid Launcher Function",,22,,,,,"https://images.brickset.com/sets/images/6946-1.jpg",89,427
5872,"7009","1","Castle","Fantasy Era","2007","The Final Joust",2,62,5.99,7.99,,,"https://images.brickset.com/sets/images/7009-1.jpg",3758,1192
5936,"7029","1","Castle","Fantasy Era","2007","Skeleton Ship Attack",7,628,49.99,69.99,,,"https://images.brickset.com/sets/images/7029-1.jpg",1218,1790
6086,"7036","1","Castle","Fantasy Era","2007","Dwarves' Mine",7,575,41.09,59.99,,,"https://images.brickset.com/sets/images/7036-1.jpg",3828,1949
5789,"7090","1","Castle","Fantasy Era","2007","Crossbow Attack",3,54,3.99,5.99,,,"https://images.brickset.com/sets/images/7090-1.jpg",4291,975
5790,"7091","1","Castle","Fantasy Era","2007","Knight's Catapult Defense",4,123,6.99,9.99,,,"https://images.brickset.com/sets/images/7091-1.jpg",3301,992
5791,"7092","1","Castle","Fantasy Era","2007","Skeletons' Prison Carriage",5,193,14.99,19.99,,,"https://images.brickset.com/sets/images/7092-1.jpg",3448,1223
5792,"7093","1","Castle","Fantasy Era","2007","Skeleton Tower",5,398,39.99,49.99,,,"https://images.brickset.com/sets/images/7093-1.jpg",2370,1692
5767,"7094","1","Castle","Fantasy Era","2007","King's Castle Siege",10,973,73.39,99.99,,,"https://images.brickset.com/sets/images/7094-1.jpg",3478,2209
6196,"7172","1","Make and Create","","2007","Banana",,8,,,,,"https://images.brickset.com/sets/images/7172-1.jpg",37,117
6197,"7173","1","Make and Create","","2007","Pear",,10,,,,,"https://images.brickset.com/sets/images/7173-1.jpg",35,108
6198,"7174","1","Make and Create","","2007","Apple",,10,,,,,"https://images.brickset.com/sets/images/7174-1.jpg",33,113
6199,"7175","1","Make and Create","","2007","Grapes",,10,,,,,"https://images.brickset.com/sets/images/7175-1.jpg",42,106
6200,"7176","1","Make and Create","","2007","Watermelon",,21,,,,,"https://images.brickset.com/sets/images/7176-1.jpg",41,104
6201,"7177","1","Make and Create","","2007","Orange",,8,,,,,"https://images.brickset.com/sets/images/7177-1.jpg",35,101
6202,"7178","1","Make and Create","","2007","Chef",1,5,,,,,"https://images.brickset.com/sets/images/7178-1.jpg",79,120
6207,"7452","1","Racers","Tiny Turbos","2007","Le Mans",,34,,,,,"https://images.brickset.com/sets/images/7452-1.jpg",866,227
6208,"7453","1","Racers","Tiny Turbos","2007","Off Road",,28,,,,,"https://images.brickset.com/sets/images/7453-1.jpg",277,207
5686,"7580","1","Belville","Fairytales","2007","The Skating Princess",1,26,7.99,9.99,,,"https://images.brickset.com/sets/images/7580-1.jpg",115,57
5701,"7581","1","Belville","Fairytales","2007","Winter Royal Stables",2,86,29.99,49.99,,,"https://images.brickset.com/sets/images/7581-1.jpg",79,63
5685,"7582","1","Belville","Fairytales","2007","Royal Summer Palace",3,167,39.99,59.99,,,"https://images.brickset.com/sets/images/7582-1.jpg",104,77
5841,"7600","1","Belville","Seasonal","2007","Advent Calendar",,215,12.99,19.99,,,"https://images.brickset.com/sets/images/7600-1.jpg",167,106
5584,"7654","1","Star Wars","Episode III","2007","Droids Battle Pack",7,102,8.99,9.99,,,"https://images.brickset.com/sets/images/7654-1.jpg",9376,1907
5585,"7655","1","Star Wars","Episode III","2007","Clone Troopers Battle Pack",4,58,8.99,9.99,,,"https://images.brickset.com/sets/images/7655-1.jpg",9619,2110
5586,"7656","1","Star Wars","Episode III","2007","General Grievous Starfighter",1,232,19.99,19.99,,,"https://images.brickset.com/sets/images/7656-1.jpg",7434,1794
5587,"7657","1","Star Wars","Episode VI","2007","AT-ST",1,244,19.99,19.99,,,"https://images.brickset.com/sets/images/7657-1.jpg",8005,2675
5588,"7658","1","Star Wars","Episode IV","2007","Y-wing Fighter",2,454,39.99,39.99,,,"https://images.brickset.com/sets/images/7658-1.jpg",6102,2394
5589,"7659","1","Star Wars","Episode IV","2007","Imperial Landing Craft",5,471,48.95,49.99,,,"https://images.brickset.com/sets/images/7659-1.jpg",5967,2805
5608,"7660","1","Star Wars","Episode I","2007","Naboo N-1 Starfighter with Vulture Droid",3,280,29.99,29.99,,,"https://images.brickset.com/sets/images/7660-1.jpg",5522,2064
5609,"7661","1","Star Wars","Episode III","2007","Jedi Starfighter with Hyperdrive Booster Ring",2,575,48.95,49.99,,,"https://images.brickset.com/sets/images/7661-1.jpg",5644,3538
5610,"7662","1","Star Wars","Episode I","2007","Trade Federation MTT",21,1330,78.29,99.99,,,"https://images.brickset.com/sets/images/7662-1.jpg",5046,4444
5873,"7663","1","Star Wars","Episode I","2007","Sith Infiltrator",1,310,24.99,29.99,,,"https://images.brickset.com/sets/images/7663-1.jpg",3809,2337
5842,"7664","1","Star Wars","Legends","2007","TIE Crawler",2,548,39.99,49.99,,,"https://images.brickset.com/sets/images/7664-1.jpg",2524,2863
5934,"7665","1","Star Wars","Episode I","2007","Republic Cruiser",5,919,69.99,89.99,,,"https://images.brickset.com/sets/images/7665-1.jpg",3768,3932
5935,"7666","1","Star Wars","Episode V","2007","Hoth Rebel Base",8,548,39.99,49.99,,,"https://images.brickset.com/sets/images/7666-1.jpg",4294,4079
5775,"7690","1","Space","Mars Mission","2007","MB-01 Eagle Command Base",8,760,68.49,89.99,,,"https://images.brickset.com/sets/images/7690-1.jpg",1083,1037
5776,"7691","1","Space","Mars Mission","2007","ETX Alien Mothership Assault ",7,434,39.99,49.99,,,"https://images.brickset.com/sets/images/7691-1.jpg",955,857
5777,"7692","1","Space","Mars Mission","2007","MX-71 Recon Dropship ",6,435,29.35,39.99,,,"https://images.brickset.com/sets/images/7692-1.jpg",1792,951
5778,"7693","1","Space","Mars Mission","2007","ETX Alien Strike",3,246,14.99,19.99,,,"https://images.brickset.com/sets/images/7693-1.jpg",1788,752
5779,"7694","1","Space","Mars Mission","2007","MT-31 Trike ",2,95,7.99,9.99,,,"https://images.brickset.com/sets/images/7694-1.jpg",2197,647
5780,"7695","1","Space","Mars Mission","2007","MX-11 Astro Fighter ",2,57,3.99,4.99,,,"https://images.brickset.com/sets/images/7695-1.jpg",2961,661
5781,"7697","1","Space","Mars Mission","2007","MT-51 Claw-Tank Ambush",3,374,19.99,29.99,,,"https://images.brickset.com/sets/images/7697-1.jpg",1532,768
5782,"7699","1","Space","Mars Mission","2007","MT-101 Armoured Drilling Unit",5,635,39.99,79.99,,,"https://images.brickset.com/sets/images/7699-1.jpg",1092,987
5811,"7714","1","Exo-Force","Golden City","2007","Golden Guardian",1,267,19.99,24.99,,,"https://images.brickset.com/sets/images/7714-1.jpg",1194,717
6087,"7721","1","Exo-Force","Golden City","2007","Combat Crawler X2",3,581,34.99,49.99,,,"https://images.brickset.com/sets/images/7721-1.jpg",495,696
5571,"7770","1","Aqua Raiders","","2007","Deep Sea Treasure Hunter",1,75,3.99,4.99,,,"https://images.brickset.com/sets/images/7770-1.jpg",3173,543
5572,"7771","1","Aqua Raiders","","2007","Angler Ambush",2,130,6.99,9.99,,,"https://images.brickset.com/sets/images/7771-1.jpg",2776,631
5573,"7772","1","Aqua Raiders","","2007","Lobster Strike",2,223,14.99,19.99,,,"https://images.brickset.com/sets/images/7772-1.jpg",1894,660
5574,"7773","1","Aqua Raiders","","2007","Tiger Shark Attack",2,339,19.99,29.99,,,"https://images.brickset.com/sets/images/7773-1.jpg",1948,777
5575,"7774","1","Aqua Raiders","","2007","Crab Crusher",3,590,34.99,49.99,,,"https://images.brickset.com/sets/images/7774-1.jpg",1643,926
5576,"7775","1","Aqua Raiders","","2007","Aquabase Invasion",5,840,49.99,69.99,,,"https://images.brickset.com/sets/images/7775-1.jpg",1426,1011
5577,"7776","1","Aqua Raiders","","2007","The Shipwreck",3,241,19.99,24.99,,,"https://images.brickset.com/sets/images/7776-1.jpg",1228,1040
5783,"7786","1","Batman","","2007","The Batcopter: The Chase for Scarecrow",2,293,29.99,29.99,,,"https://images.brickset.com/sets/images/7786-1.jpg",1097,1684
5784,"7787","1","Batman","","2007","The Bat-Tank: The Riddler and Bane's Hideout",3,645,39.99,49.99,,,"https://images.brickset.com/sets/images/7787-1.jpg",1032,1938
5745,"7871","1","Creator","","2007","Whale",,31,,,,,"https://images.brickset.com/sets/images/7871-1.jpg",707,387
5746,"7872","1","Creator","","2007","Animal Set",,57,,,,,"https://images.brickset.com/sets/images/7872-1.jpg",754,353
5747,"7873","1","Creator","","2007","Aeroplane Set",,38,,,,,"https://images.brickset.com/sets/images/7873-1.jpg",986,292
5748,"7875","1","Creator","","2007","Backhoe",,39,,,,,"https://images.brickset.com/sets/images/7875-1.jpg",565,366
5749,"7876","1","Creator","","2007","Cement Truck",,44,,3.99,,,"https://images.brickset.com/sets/images/7876-1.jpg",385,451
5556,"7906","1","City","Fire","2007","Fireboat",3,187,35.99,34.99,,,"https://images.brickset.com/sets/images/7906-1.jpg",2550,1354
5799,"7907","1","City","Seasonal","2007","City Advent Calendar",8,232,12.99,24.99,,,"https://images.brickset.com/sets/images/7907-1.jpg",1455,704
5557,"7942","1","City","Fire","2007","Off-Road Fire Rescue",1,131,9.99,9.99,12.99,11.99,"https://images.brickset.com/sets/images/7942-1.jpg",11530,903
5558,"7944","1","City","Fire","2007","Fire Hovercraft",3,274,24.99,29.99,,,"https://images.brickset.com/sets/images/7944-1.jpg",2357,1708
5559,"7945","1","City","Fire","2007","Fire Station",4,600,44.05,59.99,,,"https://images.brickset.com/sets/images/7945-1.jpg",4207,1382
5684,"7990","1","City","Traffic","2007","Cement Mixer",1,213,13.69,14.99,,,"https://images.brickset.com/sets/images/7990-1.jpg",6839,2079
5611,"7991","1","City","Traffic","2007","Recycle Truck",1,206,13.69,16.99,,,"https://images.brickset.com/sets/images/7991-1.jpg",7887,2118
5683,"7992","1","City","Harbour","2007","Container Stacker",1,218,14.65,19.99,,,"https://images.brickset.com/sets/images/7992-1.jpg",3518,2274
5612,"7993","1","City","Traffic","2007","Service Station",3,402,29.35,39.99,,,"https://images.brickset.com/sets/images/7993-1.jpg",3832,2774
5613,"7994","1","City","Harbour","2007","LEGO City Harbour",5,659,58.69,89.99,,,"https://images.brickset.com/sets/images/7994-1.jpg",2993,3036
5785,"7996","1","City","Trains","2007","Train Rail Crossing",,4,14.65,24.99,,,"https://images.brickset.com/sets/images/7996-1.jpg",1373,2170
5793,"7997","1","City","Trains","2007","Train Station",5,387,31.29,44.99,,,"https://images.brickset.com/sets/images/7997-1.jpg",2597,2864
5614,"7998","1","City","Traffic","2007","Heavy Hauler",1,332,34.99,34.99,,,"https://images.brickset.com/sets/images/7998-1.jpg",3520,2391
5578,"8100","1","Exo-Force","Golden City","2007","Cyclone Defender",1,92,4.99,7.99,,,"https://images.brickset.com/sets/images/8100-1.jpg",2321,495
5579,"8101","1","Exo-Force","Golden City","2007","Claw Crusher",1,99,4.99,7.99,,,"https://images.brickset.com/sets/images/8101-1.jpg",2302,540
5580,"8102","1","Exo-Force","Golden City","2007","Blade Titan",1,162,9.99,14.99,,,"https://images.brickset.com/sets/images/8102-1.jpg",2117,568
5581,"8103","1","Exo-Force","Golden City","2007","Sky Guardian",1,144,9.99,14.99,,,"https://images.brickset.com/sets/images/8103-1.jpg",2047,569
5582,"8104","1","Exo-Force","Golden City","2007","Shadow Crawler",2,161,9.99,14.99,,,"https://images.brickset.com/sets/images/8104-1.jpg",2007,547
5583,"8105","1","Exo-Force","Golden City","2007","Iron Condor",1,141,9.99,14.99,,,"https://images.brickset.com/sets/images/8105-1.jpg",1754,551
5786,"8106","1","Exo-Force","Golden City","2007","Aero Booster",1,312,19.99,29.99,,,"https://images.brickset.com/sets/images/8106-1.jpg",1345,731
5787,"8107","1","Exo-Force","Golden City","2007","Fight for the Golden Tower",2,571,34.99,49.99,,,"https://images.brickset.com/sets/images/8107-1.jpg",964,715
5788,"8108","1","Exo-Force","Golden City","2007","Mobile Devastator",13,1009,59.99,89.99,,,"https://images.brickset.com/sets/images/8108-1.jpg",838,798
5737,"8130","1","Racers","Tiny Turbos","2007","Terrain Crusher",,44,2.99,4.99,,,"https://images.brickset.com/sets/images/8130-1.jpg",1058,190
5735,"8131","1","Racers","Tiny Turbos","2007","Raceway Rider",,51,2.99,4.99,,,"https://images.brickset.com/sets/images/8131-1.jpg",1238,237
5734,"8132","1","Racers","Tiny Turbos","2007","Night Driver",,41,2.99,4.99,,,"https://images.brickset.com/sets/images/8132-1.jpg",1174,254
5736,"8133","1","Racers","Tiny Turbos","2007","Rally Rider",,51,2.99,4.99,,,"https://images.brickset.com/sets/images/8133-1.jpg",1187,231
5733,"8134","1","Racers","Tiny Turbos","2007","Night Crusher",,265,12.99,19.99,,,"https://images.brickset.com/sets/images/8134-1.jpg",642,285
5944,"8135","1","Racers","Tiny Turbos","2007","Bridge Chase",,542,29.99,39.99,,,"https://images.brickset.com/sets/images/8135-1.jpg",424,339
5694,"8136","1","Racers","Power Racers","2007","Fire Crusher",,65,6.99,10,,,"https://images.brickset.com/sets/images/8136-1.jpg",492,134
5695,"8137","1","Racers","Power Racers","2007","Booster Beast",,70,6.99,9.99,,,"https://images.brickset.com/sets/images/8137-1.jpg",505,137
5696,"8138","1","Racers","Power Racers","2007","Phantom Crasher",,85,6.99,10,,,"https://images.brickset.com/sets/images/8138-1.jpg",557,161
5697,"8139","1","Racers","Power Racers","2007","Night Blazer",,66,6.99,9.99,,,"https://images.brickset.com/sets/images/8139-1.jpg",529,138
5698,"8140","1","Racers","Power Racers","2007","Tow Trasher",,182,12.99,19.99,,,"https://images.brickset.com/sets/images/8140-1.jpg",370,169
5699,"8141","1","Racers","Power Racers","2007","Off-Road Power",,201,12.99,19.99,,,"https://images.brickset.com/sets/images/8141-1.jpg",442,180
5568,"8142","1","Racers","Ferrari","2007","Ferrari 248 F1 1:24",,167,14.99,19.99,,,"https://images.brickset.com/sets/images/8142-1.jpg",709,492
5569,"8143","1","Racers","Ferrari","2007","Ferrari F430 Challenge 1:17",,690,34.99,49.99,,,"https://images.brickset.com/sets/images/8143-1.jpg",1147,587
5570,"8144","1","Racers","Ferrari","2007","Ferrari 248 F1 Team (Michael Schumacher Edition)",8,726,49.99,69.99,,,"https://images.brickset.com/sets/images/8144-1.jpg",571,658
9019,"8144","2","Racers","Ferrari","2007","Ferrari 248 F1 Team (Kimi Räikkönen Edition)",8,726,,,,,"https://images.brickset.com/sets/images/8144-2.jpg",145,326
5615,"8145","1","Racers","Ferrari","2007","Ferrari 599 GTB Fiorano 1:10",,1327,79.99,109.99,,,"https://images.brickset.com/sets/images/8145-1.jpg",1097,1269
5945,"8146","1","Racers","Power Racers","2007","Nitro Muscle",,598,39.99,49.99,,,"https://images.brickset.com/sets/images/8146-1.jpg",407,352
5946,"8147","1","Racers","Tiny Turbos","2007","Bullet Run",,796,34.99,49.99,,,"https://images.brickset.com/sets/images/8147-1.jpg",507,412
5553,"8270","1","Technic","","2007","Rough Terrain Crane",,106,7.79,9.99,,,"https://images.brickset.com/sets/images/8270-1.jpg",1866,449
5554,"8271","1","Technic","","2007","Wheel Loader",,200,13.99,19.99,,,"https://images.brickset.com/sets/images/8271-1.jpg",1378,511
5555,"8272","1","Technic","","2007","Snowmobile",,331,19.99,29.99,,,"https://images.brickset.com/sets/images/8272-1.jpg",1611,740
5884,"8273","1","Technic","","2007","Off Road Truck",,805,34.99,49.99,,,"https://images.brickset.com/sets/images/8273-1.jpg",1417,993
5773,"8274","1","Technic","","2007","Combine Harvester",,1025,48.95,69.99,,,"https://images.brickset.com/sets/images/8274-1.jpg",1519,1556
5774,"8275","1","Technic","","2007","Motorized Bulldozer",,1384,97.85,149.99,,,"https://images.brickset.com/sets/images/8275-1.jpg",3713,2449
5877,"8910","1","Bionicle","Toa Mahri","2007","Toa Kongu",,74,7.99,9.99,,,"https://images.brickset.com/sets/images/8910-1.jpg",1755,598
5878,"8911","1","Bionicle","Toa Mahri","2007","Toa Jaller",,68,7.99,9.99,,,"https://images.brickset.com/sets/images/8911-1.jpg",2149,514
5879,"8912","1","Bionicle","Toa Mahri","2007","Toa Hewkii",,62,7.99,9.99,,,"https://images.brickset.com/sets/images/8912-1.jpg",1792,550
5880,"8913","1","Bionicle","Toa Mahri","2007","Toa Nuparu",,59,7.99,9.99,,,"https://images.brickset.com/sets/images/8913-1.jpg",1810,543
5881,"8914","1","Bionicle","Toa Mahri","2007","Toa Hahli",,59,7.99,9.99,,,"https://images.brickset.com/sets/images/8914-1.jpg",1875,543
5882,"8915","1","Bionicle","Toa Mahri","2007","Toa Matoro",,63,7.99,9.99,,,"https://images.brickset.com/sets/images/8915-1.jpg",1946,482
5722,"8916","1","Bionicle","Barraki","2007","Takadox",,62,7.99,9.99,,,"https://images.brickset.com/sets/images/8916-1.jpg",2162,441
5723,"8917","1","Bionicle","Barraki","2007","Kalmah",,53,7.99,9.99,,,"https://images.brickset.com/sets/images/8917-1.jpg",2181,446
5724,"8918","1","Bionicle","Barraki","2007","Carapar",,50,7.99,9.99,,,"https://images.brickset.com/sets/images/8918-1.jpg",1913,462
